date,type,locale,locale_name,description
2015-10-05,Working Day,Working Day,Working Day,Working Day
2015-10-06,Working Day,Working Day,Working Day,Working Day
2015-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo
2015-10-08,Working Day,Working Day,Working Day,Working Day
2015-10-09,Holiday,National,Ecuador,Independencia de Guayaquil
2015-10-10,Working Day,Working Day,Working Day,Working Day
2015-10-11,Working Day,Working Day,Working Day,Working Day
2015-10-12,Working Day,Working Day,Working Day,Working Day
2015-10-13,Working Day,Working Day,Working Day,Working Day
2015-10-14,Working Day,Working Day,Working Day,Working Day
2015-10-15,Working Day,Working Day,Working Day,Working Day
2015-10-16,Working Day,Working Day,Working Day,Working Day
2015-10-17,Working Day,Working Day,Working Day,Working Day
2015-10-18,Working Day,Working Day,Working Day,Working Day
2015-10-19,Working Day,Working Day,Working Day,Working Day
2015-10-20,Working Day,Working Day,Working Day,Working Day
2015-10-21,Working Day,Working Day,Working Day,Working Day
2015-10-22,Working Day,Working Day,Working Day,Working Day
2015-10-23,Working Day,Working Day,Working Day,Working Day
2015-10-24,Working Day,Working Day,Working Day,Working Day
2015-10-25,Working Day,Working Day,Working Day,Working Day
2015-10-26,Working Day,Working Day,Working Day,Working Day
2015-10-27,Working Day,Working Day,Working Day,Working Day
2015-10-28,Working Day,Working Day,Working Day,Working Day
2015-10-29,Working Day,Working Day,Working Day,Working Day
2015-10-30,Working Day,Working Day,Working Day,Working Day
2015-10-31,Working Day,Working Day,Working Day,Working Day
2015-11-01,Working Day,Working Day,Working Day,Working Day
2015-11-02,Holiday,National,Ecuador,Dia de Difuntos
2015-11-03,Holiday,National,Ecuador,Independencia de Cuenca
2015-11-04,Working Day,Working Day,Working Day,Working Day
2015-11-05,Working Day,Working Day,Working Day,Working Day
2015-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo
2015-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena
2015-11-08,Working Day,Working Day,Working Day,Working Day
2015-11-09,Working Day,Working Day,Working Day,Working Day
2015-11-10,Holiday,Local,Guaranda,Independencia de Guaranda
2015-11-11,Holiday,Local,Latacunga,Independencia de Latacunga
2015-11-12,Holiday,Local,Ambato,Independencia de Ambato
2015-11-13,Working Day,Working Day,Working Day,Working Day
2015-11-14,Working Day,Working Day,Working Day,Working Day
2015-11-15,Working Day,Working Day,Working Day,Working Day
2015-11-16,Working Day,Working Day,Working Day,Working Day
2015-11-17,Working Day,Working Day,Working Day,Working Day
2015-11-18,Working Day,Working Day,Working Day,Working Day
2015-11-19,Working Day,Working Day,Working Day,Working Day
2015-11-20,Working Day,Working Day,Working Day,Working Day
2015-11-21,Working Day,Working Day,Working Day,Working Day
2015-11-22,Working Day,Working Day,Working Day,Working Day
2015-11-23,Working Day,Working Day,Working Day,Working Day
2015-11-24,Working Day,Working Day,Working Day,Working Day
2015-11-25,Working Day,Working Day,Working Day,Working Day
2015-11-26,Working Day,Working Day,Working Day,Working Day
2015-11-27,Event,National,Ecuador,Black Friday
2015-11-28,Working Day,Working Day,Working Day,Working Day
2015-11-29,Working Day,Working Day,Working Day,Working Day
2015-11-30,Event,National,Ecuador,Cyber Monday
2015-12-01,Working Day,Working Day,Working Day,Working Day
2015-12-02,Working Day,Working Day,Working Day,Working Day
2015-12-03,Working Day,Working Day,Working Day,Working Day
2015-12-04,Working Day,Working Day,Working Day,Working Day
2015-12-05,Additional,Local,Quito,Fundacion de Quito-1
2015-12-06,Holiday,Local,Quito,Fundacion de Quito
2015-12-07,Working Day,Working Day,Working Day,Working Day
2015-12-08,Holiday,Local,Loja,Fundacion de Loja
2015-12-09,Working Day,Working Day,Working Day,Working Day
2015-12-10,Working Day,Working Day,Working Day,Working Day
2015-12-11,Working Day,Working Day,Working Day,Working Day
2015-12-12,Working Day,Working Day,Working Day,Working Day
2015-12-13,Working Day,Working Day,Working Day,Working Day
2015-12-14,Working Day,Working Day,Working Day,Working Day
2015-12-15,Working Day,Working Day,Working Day,Working Day
2015-12-16,Working Day,Working Day,Working Day,Working Day
2015-12-17,Working Day,Working Day,Working Day,Working Day
2015-12-18,Working Day,Working Day,Working Day,Working Day
2015-12-19,Working Day,Working Day,Working Day,Working Day
2015-12-20,Working Day,Working Day,Working Day,Working Day
2015-12-21,Additional,National,Ecuador,Navidad-4
2015-12-22,Additional,National,Ecuador,Navidad-3
2015-12-23,Additional,National,Ecuador,Navidad-2
2015-12-24,Additional,National,Ecuador,Navidad-1
2015-12-25,Holiday,National,Ecuador,Navidad
2015-12-26,Additional,National,Ecuador,Navidad+1
2015-12-27,Working Day,Working Day,Working Day,Working Day
2015-12-28,Working Day,Working Day,Working Day,Working Day
2015-12-29,Working Day,Working Day,Working Day,Working Day
2015-12-30,Working Day,Working Day,Working Day,Working Day
2015-12-31,Additional,National,Ecuador,Primer dia del ano-1
2016-01-01,Holiday,National,Ecuador,Primer dia del ano
2016-01-02,Working Day,Working Day,Working Day,Working Day
2016-01-03,Working Day,Working Day,Working Day,Working Day
2016-01-04,Working Day,Working Day,Working Day,Working Day
2016-01-05,Working Day,Working Day,Working Day,Working Day
2016-01-06,Working Day,Working Day,Working Day,Working Day
2016-01-07,Working Day,Working Day,Working Day,Working Day
2016-01-08,Working Day,Working Day,Working Day,Working Day
2016-01-09,Working Day,Working Day,Working Day,Working Day
2016-01-10,Working Day,Working Day,Working Day,Working Day
2016-01-11,Working Day,Working Day,Working Day,Working Day
2016-01-12,Working Day,Working Day,Working Day,Working Day
2016-01-13,Working Day,Working Day,Working Day,Working Day
2016-01-14,Working Day,Working Day,Working Day,Working Day
2016-01-15,Working Day,Working Day,Working Day,Working Day
2016-01-16,Working Day,Working Day,Working Day,Working Day
2016-01-17,Working Day,Working Day,Working Day,Working Day
2016-01-18,Working Day,Working Day,Working Day,Working Day
2016-01-19,Working Day,Working Day,Working Day,Working Day
2016-01-20,Working Day,Working Day,Working Day,Working Day
2016-01-21,Working Day,Working Day,Working Day,Working Day
2016-01-22,Working Day,Working Day,Working Day,Working Day
2016-01-23,Working Day,Working Day,Working Day,Working Day
2016-01-24,Working Day,Working Day,Working Day,Working Day
2016-01-25,Working Day,Working Day,Working Day,Working Day
2016-01-26,Working Day,Working Day,Working Day,Working Day
2016-01-27,Working Day,Working Day,Working Day,Working Day
2016-01-28,Working Day,Working Day,Working Day,Working Day
2016-01-29,Working Day,Working Day,Working Day,Working Day
2016-01-30,Working Day,Working Day,Working Day,Working Day
2016-01-31,Working Day,Working Day,Working Day,Working Day
2016-02-01,Working Day,Working Day,Working Day,Working Day
2016-02-02,Working Day,Working Day,Working Day,Working Day
2016-02-03,Working Day,Working Day,Working Day,Working Day
2016-02-04,Working Day,Working Day,Working Day,Working Day
2016-02-05,Working Day,Working Day,Working Day,Working Day
2016-02-06,Working Day,Working Day,Working Day,Working Day
2016-02-07,Working Day,Working Day,Working Day,Working Day
2016-02-08,Holiday,National,Ecuador,Carnaval
2016-02-09,Holiday,National,Ecuador,Carnaval
2016-02-10,Working Day,Working Day,Working Day,Working Day
2016-02-11,Working Day,Working Day,Working Day,Working Day
2016-02-12,Working Day,Working Day,Working Day,Working Day
2016-02-13,Working Day,Working Day,Working Day,Working Day
2016-02-14,Working Day,Working Day,Working Day,Working Day
2016-02-15,Working Day,Working Day,Working Day,Working Day
2016-02-16,Working Day,Working Day,Working Day,Working Day
2016-02-17,Working Day,Working Day,Working Day,Working Day
2016-02-18,Working Day,Working Day,Working Day,Working Day
2016-02-19,Working Day,Working Day,Working Day,Working Day
2016-02-20,Working Day,Working Day,Working Day,Working Day
2016-02-21,Working Day,Working Day,Working Day,Working Day
2016-02-22,Working Day,Working Day,Working Day,Working Day
2016-02-23,Working Day,Working Day,Working Day,Working Day
2016-02-24,Working Day,Working Day,Working Day,Working Day
2016-02-25,Working Day,Working Day,Working Day,Working Day
2016-02-26,Working Day,Working Day,Working Day,Working Day
2016-02-27,Working Day,Working Day,Working Day,Working Day
2016-02-28,Working Day,Working Day,Working Day,Working Day
2016-02-29,Working Day,Working Day,Working Day,Working Day
2016-03-01,Working Day,Working Day,Working Day,Working Day
2016-03-02,Holiday,Local,Manta,Fundacion de Manta
2016-03-03,Working Day,Working Day,Working Day,Working Day
2016-03-04,Working Day,Working Day,Working Day,Working Day
2016-03-05,Working Day,Working Day,Working Day,Working Day
2016-03-06,Working Day,Working Day,Working Day,Working Day
2016-03-07,Working Day,Working Day,Working Day,Working Day
2016-03-08,Working Day,Working Day,Working Day,Working Day
2016-03-09,Working Day,Working Day,Working Day,Working Day
2016-03-10,Working Day,Working Day,Working Day,Working Day
2016-03-11,Working Day,Working Day,Working Day,Working Day
2016-03-12,Working Day,Working Day,Working Day,Working Day
2016-03-13,Working Day,Working Day,Working Day,Working Day
2016-03-14,Working Day,Working Day,Working Day,Working Day
2016-03-15,Working Day,Working Day,Working Day,Working Day
2016-03-16,Working Day,Working Day,Working Day,Working Day
2016-03-17,Working Day,Working Day,Working Day,Working Day
2016-03-18,Working Day,Working Day,Working Day,Working Day
2016-03-19,Working Day,Working Day,Working Day,Working Day
2016-03-20,Working Day,Working Day,Working Day,Working Day
2016-03-21,Working Day,Working Day,Working Day,Working Day
2016-03-22,Working Day,Working Day,Working Day,Working Day
2016-03-23,Working Day,Working Day,Working Day,Working Day
2016-03-24,Working Day,Working Day,Working Day,Working Day
2016-03-25,Holiday,National,Ecuador,Viernes Santo
2016-03-26,Working Day,Working Day,Working Day,Working Day
2016-03-27,Working Day,Working Day,Working Day,Working Day
2016-03-28,Working Day,Working Day,Working Day,Working Day
2016-03-29,Working Day,Working Day,Working Day,Working Day
2016-03-30,Working Day,Working Day,Working Day,Working Day
2016-03-31,Working Day,Working Day,Working Day,Working Day
2016-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi
2016-04-02,Working Day,Working Day,Working Day,Working Day
2016-04-03,Working Day,Working Day,Working Day,Working Day
2016-04-04,Working Day,Working Day,Working Day,Working Day
2016-04-05,Working Day,Working Day,Working Day,Working Day
2016-04-06,Working Day,Working Day,Working Day,Working Day
2016-04-07,Working Day,Working Day,Working Day,Working Day
2016-04-08,Working Day,Working Day,Working Day,Working Day
2016-04-09,Working Day,Working Day,Working Day,Working Day
2016-04-10,Working Day,Working Day,Working Day,Working Day
2016-04-11,Working Day,Working Day,Working Day,Working Day
2016-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca
2016-04-13,Working Day,Working Day,Working Day,Working Day
2016-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad
2016-04-15,Working Day,Working Day,Working Day,Working Day
2016-04-16,Event,National,Ecuador,Terremoto Manabi
2016-04-17,Event,National,Ecuador,Terremoto Manabi+1
2016-04-18,Event,National,Ecuador,Terremoto Manabi+2
2016-04-19,Event,National,Ecuador,Terremoto Manabi+3
2016-04-20,Event,National,Ecuador,Terremoto Manabi+4
2016-04-21,Event,National,Ecuador,Terremoto Manabi+5
2016-04-22,Event,National,Ecuador,Terremoto Manabi+6
2016-04-23,Event,National,Ecuador,Terremoto Manabi+7
2016-04-24,Event,National,Ecuador,Terremoto Manabi+8
2016-04-25,Event,National,Ecuador,Terremoto Manabi+9
2016-04-26,Event,National,Ecuador,Terremoto Manabi+10
2016-04-27,Event,National,Ecuador,Terremoto Manabi+11
2016-04-28,Event,National,Ecuador,Terremoto Manabi+12
2016-04-29,Event,National,Ecuador,Terremoto Manabi+13
2016-04-30,Event,National,Ecuador,Terremoto Manabi+14
2016-05-01,Holiday,National,Ecuador,Dia del Trabajo
2016-05-02,Event,National,Ecuador,Terremoto Manabi+16
2016-05-03,Event,National,Ecuador,Terremoto Manabi+17
2016-05-04,Event,National,Ecuador,Terremoto Manabi+18
2016-05-05,Event,National,Ecuador,Terremoto Manabi+19
2016-05-06,Event,National,Ecuador,Terremoto Manabi+20
2016-05-07,Event,National,Ecuador,Terremoto Manabi+21
2016-05-08,Event,National,Ecuador,Dia de la Madre
2016-05-09,Event,National,Ecuador,Terremoto Manabi+23
2016-05-10,Event,National,Ecuador,Terremoto Manabi+24
2016-05-11,Event,National,Ecuador,Terremoto Manabi+25
2016-05-12,Event,National,Ecuador,Terremoto Manabi+26
2016-05-13,Event,National,Ecuador,Terremoto Manabi+27
2016-05-14,Event,National,Ecuador,Terremoto Manabi+28
2016-05-15,Event,National,Ecuador,Terremoto Manabi+29
2016-05-16,Event,National,Ecuador,Terremoto Manabi+30
2016-05-17,Working Day,Working Day,Working Day,Working Day
2016-05-18,Working Day,Working Day,Working Day,Working Day
2016-05-19,Working Day,Working Day,Working Day,Working Day
2016-05-20,Working Day,Working Day,Working Day,Working Day
2016-05-21,Working Day,Working Day,Working Day,Working Day
2016-05-22,Working Day,Working Day,Working Day,Working Day
2016-05-23,Working Day,Working Day,Working Day,Working Day
2016-05-24,Moved,National,Ecuador,Batalla de Pichincha
2016-05-25,Working Day,Working Day,Working Day,Working Day
2016-05-26,Working Day,Working Day,Working Day,Working Day
2016-05-27,Transfer,National,Ecuador,Traslado Batalla de Pichincha
2016-05-28,Working Day,Working Day,Working Day,Working Day
2016-05-29,Working Day,Working Day,Working Day,Working Day
2016-05-30,Working Day,Working Day,Working Day,Working Day
2016-05-31,Working Day,Working Day,Working Day,Working Day
2016-06-01,Working Day,Working Day,Working Day,Working Day
2016-06-02,Working Day,Working Day,Working Day,Working Day
2016-06-03,Working Day,Working Day,Working Day,Working Day
2016-06-04,Working Day,Working Day,Working Day,Working Day
2016-06-05,Working Day,Working Day,Working Day,Working Day
2016-06-06,Working Day,Working Day,Working Day,Working Day
2016-06-07,Working Day,Working Day,Working Day,Working Day
2016-06-08,Working Day,Working Day,Working Day,Working Day
2016-06-09,Working Day,Working Day,Working Day,Working Day
2016-06-10,Working Day,Working Day,Working Day,Working Day
2016-06-11,Working Day,Working Day,Working Day,Working Day
2016-06-12,Working Day,Working Day,Working Day,Working Day
2016-06-13,Working Day,Working Day,Working Day,Working Day
2016-06-14,Working Day,Working Day,Working Day,Working Day
2016-06-15,Working Day,Working Day,Working Day,Working Day
2016-06-16,Working Day,Working Day,Working Day,Working Day
2016-06-17,Working Day,Working Day,Working Day,Working Day
2016-06-18,Working Day,Working Day,Working Day,Working Day
2016-06-19,Working Day,Working Day,Working Day,Working Day
2016-06-20,Working Day,Working Day,Working Day,Working Day
2016-06-21,Working Day,Working Day,Working Day,Working Day
2016-06-22,Working Day,Working Day,Working Day,Working Day
2016-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda
2016-06-24,Working Day,Working Day,Working Day,Working Day
2016-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura
2016-06-26,Working Day,Working Day,Working Day,Working Day
2016-06-27,Working Day,Working Day,Working Day,Working Day
2016-06-28,Working Day,Working Day,Working Day,Working Day
2016-06-29,Working Day,Working Day,Working Day,Working Day
2016-06-30,Working Day,Working Day,Working Day,Working Day
2016-07-01,Working Day,Working Day,Working Day,Working Day
2016-07-02,Working Day,Working Day,Working Day,Working Day
2016-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo
2016-07-04,Working Day,Working Day,Working Day,Working Day
2016-07-05,Working Day,Working Day,Working Day,Working Day
2016-07-06,Working Day,Working Day,Working Day,Working Day
2016-07-07,Working Day,Working Day,Working Day,Working Day
2016-07-08,Working Day,Working Day,Working Day,Working Day
2016-07-09,Working Day,Working Day,Working Day,Working Day
2016-07-10,Working Day,Working Day,Working Day,Working Day
2016-07-11,Working Day,Working Day,Working Day,Working Day
2016-07-12,Working Day,Working Day,Working Day,Working Day
2016-07-13,Working Day,Working Day,Working Day,Working Day
2016-07-14,Working Day,Working Day,Working Day,Working Day
2016-07-15,Working Day,Working Day,Working Day,Working Day
2016-07-16,Working Day,Working Day,Working Day,Working Day
2016-07-17,Working Day,Working Day,Working Day,Working Day
2016-07-18,Working Day,Working Day,Working Day,Working Day
2016-07-19,Working Day,Working Day,Working Day,Working Day
2016-07-20,Working Day,Working Day,Working Day,Working Day
2016-07-21,Working Day,Working Day,Working Day,Working Day
2016-07-22,Working Day,Working Day,Working Day,Working Day
2016-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe
2016-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1
2016-07-25,Moved,Local,Guayaquil,Fundacion de Guayaquil
2016-07-26,Working Day,Working Day,Working Day,Working Day
2016-07-27,Working Day,Working Day,Working Day,Working Day
2016-07-28,Working Day,Working Day,Working Day,Working Day
2016-07-29,Working Day,Working Day,Working Day,Working Day
2016-07-30,Working Day,Working Day,Working Day,Working Day
2016-07-31,Working Day,Working Day,Working Day,Working Day
2016-08-01,Working Day,Working Day,Working Day,Working Day
2016-08-02,Working Day,Working Day,Working Day,Working Day
2016-08-03,Working Day,Working Day,Working Day,Working Day
2016-08-04,Working Day,Working Day,Working Day,Working Day
2016-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas
2016-08-06,Working Day,Working Day,Working Day,Working Day
2016-08-07,Working Day,Working Day,Working Day,Working Day
2016-08-08,Working Day,Working Day,Working Day,Working Day
2016-08-09,Working Day,Working Day,Working Day,Working Day
2016-08-10,Moved,National,Ecuador,Primer Grito de Independencia
2016-08-11,Working Day,Working Day,Working Day,Working Day
2016-08-12,Transfer,National,Ecuador,Traslado Primer Grito de Independencia
2016-08-13,Working Day,Working Day,Working Day,Working Day
2016-08-14,Working Day,Working Day,Working Day,Working Day
2016-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba
2016-08-16,Working Day,Working Day,Working Day,Working Day
2016-08-17,Working Day,Working Day,Working Day,Working Day
2016-08-18,Working Day,Working Day,Working Day,Working Day
2016-08-19,Working Day,Working Day,Working Day,Working Day
2016-08-20,Working Day,Working Day,Working Day,Working Day
2016-08-21,Working Day,Working Day,Working Day,Working Day
2016-08-22,Working Day,Working Day,Working Day,Working Day
2016-08-23,Working Day,Working Day,Working Day,Working Day
2016-08-24,Holiday,Local,Ambato,Fundacion de Ambato
2016-08-25,Working Day,Working Day,Working Day,Working Day
2016-08-26,Working Day,Working Day,Working Day,Working Day
2016-08-27,Working Day,Working Day,Working Day,Working Day
2016-08-28,Working Day,Working Day,Working Day,Working Day
2016-08-29,Working Day,Working Day,Working Day,Working Day
2016-08-30,Working Day,Working Day,Working Day,Working Day
2016-08-31,Working Day,Working Day,Working Day,Working Day
2016-09-01,Working Day,Working Day,Working Day,Working Day
2016-09-02,Working Day,Working Day,Working Day,Working Day
2016-09-03,Working Day,Working Day,Working Day,Working Day
2016-09-04,Working Day,Working Day,Working Day,Working Day
2016-09-05,Working Day,Working Day,Working Day,Working Day
2016-09-06,Working Day,Working Day,Working Day,Working Day
2016-09-07,Working Day,Working Day,Working Day,Working Day
2016-09-08,Working Day,Working Day,Working Day,Working Day
2016-09-09,Working Day,Working Day,Working Day,Working Day
2016-09-10,Working Day,Working Day,Working Day,Working Day
2016-09-11,Working Day,Working Day,Working Day,Working Day
2016-09-12,Working Day,Working Day,Working Day,Working Day
2016-09-13,Working Day,Working Day,Working Day,Working Day
2016-09-14,Working Day,Working Day,Working Day,Working Day
2016-09-15,Working Day,Working Day,Working Day,Working Day
2016-09-16,Working Day,Working Day,Working Day,Working Day
2016-09-17,Working Day,Working Day,Working Day,Working Day
2016-09-18,Working Day,Working Day,Working Day,Working Day
2016-09-19,Working Day,Working Day,Working Day,Working Day
2016-09-20,Working Day,Working Day,Working Day,Working Day
2016-09-21,Working Day,Working Day,Working Day,Working Day
2016-09-22,Working Day,Working Day,Working Day,Working Day
2016-09-23,Working Day,Working Day,Working Day,Working Day
2016-09-24,Working Day,Working Day,Working Day,Working Day
2016-09-25,Working Day,Working Day,Working Day,Working Day
2016-09-26,Working Day,Working Day,Working Day,Working Day
2016-09-27,Working Day,Working Day,Working Day,Working Day
2016-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra
2016-09-29,Working Day,Working Day,Working Day,Working Day
2016-09-30,Working Day,Working Day,Working Day,Working Day
2016-10-01,Working Day,Working Day,Working Day,Working Day
2016-10-02,Working Day,Working Day,Working Day,Working Day
2016-10-03,Working Day,Working Day,Working Day,Working Day
2016-10-04,Working Day,Working Day,Working Day,Working Day
2016-10-05,Working Day,Working Day,Working Day,Working Day
2016-10-06,Working Day,Working Day,Working Day,Working Day
2016-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo
2016-10-08,Working Day,Working Day,Working Day,Working Day
2016-10-09,Holiday,National,Ecuador,Independencia de Guayaquil
2016-10-10,Working Day,Working Day,Working Day,Working Day
2016-10-11,Working Day,Working Day,Working Day,Working Day
2016-10-12,Working Day,Working Day,Working Day,Working Day
2016-10-13,Working Day,Working Day,Working Day,Working Day
2016-10-14,Working Day,Working Day,Working Day,Working Day
2016-10-15,Working Day,Working Day,Working Day,Working Day
2016-10-16,Working Day,Working Day,Working Day,Working Day
2016-10-17,Working Day,Working Day,Working Day,Working Day
2016-10-18,Working Day,Working Day,Working Day,Working Day
2016-10-19,Working Day,Working Day,Working Day,Working Day
2016-10-20,Working Day,Working Day,Working Day,Working Day
2016-10-21,Working Day,Working Day,Working Day,Working Day
2016-10-22,Working Day,Working Day,Working Day,Working Day
2016-10-23,Working Day,Working Day,Working Day,Working Day
2016-10-24,Working Day,Working Day,Working Day,Working Day
2016-10-25,Working Day,Working Day,Working Day,Working Day
2016-10-26,Working Day,Working Day,Working Day,Working Day
2016-10-27,Working Day,Working Day,Working Day,Working Day
2016-10-28,Working Day,Working Day,Working Day,Working Day
2016-10-29,Working Day,Working Day,Working Day,Working Day
2016-10-30,Working Day,Working Day,Working Day,Working Day
2016-10-31,Working Day,Working Day,Working Day,Working Day
2016-11-01,Working Day,Working Day,Working Day,Working Day
2016-11-02,Holiday,National,Ecuador,Dia de Difuntos
2016-11-03,Holiday,National,Ecuador,Independencia de Cuenca
2016-11-04,Bridge,National,Ecuador,Puente Dia de Difuntos
2016-11-05,Working Day,Working Day,Working Day,Working Day
2016-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo
2016-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena
2016-11-08,Working Day,Working Day,Working Day,Working Day
2016-11-09,Working Day,Working Day,Working Day,Working Day
2016-11-10,Holiday,Local,Guaranda,Independencia de Guaranda
2016-11-11,Holiday,Local,Latacunga,Independencia de Latacunga
2016-11-12,Sat/Sun Working Day,National,Ecuador,Recupero Puente Dia de Difuntos
2016-11-13,Working Day,Working Day,Working Day,Working Day
2016-11-14,Working Day,Working Day,Working Day,Working Day
2016-11-15,Working Day,Working Day,Working Day,Working Day
2016-11-16,Working Day,Working Day,Working Day,Working Day
2016-11-17,Working Day,Working Day,Working Day,Working Day
2016-11-18,Working Day,Working Day,Working Day,Working Day
2016-11-19,Working Day,Working Day,Working Day,Working Day
2016-11-20,Working Day,Working Day,Working Day,Working Day
2016-11-21,Working Day,Working Day,Working Day,Working Day
2016-11-22,Working Day,Working Day,Working Day,Working Day
2016-11-23,Working Day,Working Day,Working Day,Working Day
2016-11-24,Working Day,Working Day,Working Day,Working Day
2016-11-25,Event,National,Ecuador,Black Friday
2016-11-26,Working Day,Working Day,Working Day,Working Day
2016-11-27,Working Day,Working Day,Working Day,Working Day
2016-11-28,Event,National,Ecuador,Cyber Monday
2016-11-29,Working Day,Working Day,Working Day,Working Day
2016-11-30,Working Day,Working Day,Working Day,Working Day
2016-12-01,Working Day,Working Day,Working Day,Working Day
2016-12-02,Working Day,Working Day,Working Day,Working Day
2016-12-03,Working Day,Working Day,Working Day,Working Day
2016-12-04,Working Day,Working Day,Working Day,Working Day
2016-12-05,Additional,Local,Quito,Fundacion de Quito-1
2016-12-06,Holiday,Local,Quito,Fundacion de Quito
2016-12-07,Working Day,Working Day,Working Day,Working Day
2016-12-08,Holiday,Local,Loja,Fundacion de Loja
2016-12-09,Working Day,Working Day,Working Day,Working Day
2016-12-10,Working Day,Working Day,Working Day,Working Day
2016-12-11,Working Day,Working Day,Working Day,Working Day
2016-12-12,Working Day,Working Day,Working Day,Working Day
2016-12-13,Working Day,Working Day,Working Day,Working Day
2016-12-14,Working Day,Working Day,Working Day,Working Day
2016-12-15,Working Day,Working Day,Working Day,Working Day
2016-12-16,Working Day,Working Day,Working Day,Working Day
2016-12-17,Working Day,Working Day,Working Day,Working Day
2016-12-18,Working Day,Working Day,Working Day,Working Day
2016-12-19,Working Day,Working Day,Working Day,Working Day
2016-12-20,Working Day,Working Day,Working Day,Working Day
2016-12-21,Additional,National,Ecuador,Navidad-4
2016-12-22,Additional,National,Ecuador,Navidad-3
2016-12-23,Additional,National,Ecuador,Navidad-2
2016-12-24,Additional,National,Ecuador,Navidad-1
2016-12-25,Holiday,National,Ecuador,Navidad
2016-12-26,Additional,National,Ecuador,Navidad+1
2016-12-27,Working Day,Working Day,Working Day,Working Day
2016-12-28,Working Day,Working Day,Working Day,Working Day
2016-12-29,Working Day,Working Day,Working Day,Working Day
2016-12-30,Working Day,Working Day,Working Day,Working Day
2016-12-31,Additional,National,Ecuador,Primer dia del ano-1
2017-01-01,Moved,National,Ecuador,Primer dia del ano
2017-01-02,Transfer,National,Ecuador,Traslado Primer dia del ano
2017-01-03,Working Day,Working Day,Working Day,Working Day
2017-01-04,Working Day,Working Day,Working Day,Working Day
2017-01-05,Working Day,Working Day,Working Day,Working Day
2017-01-06,Working Day,Working Day,Working Day,Working Day
2017-01-07,Working Day,Working Day,Working Day,Working Day
2017-01-08,Working Day,Working Day,Working Day,Working Day
2017-01-09,Working Day,Working Day,Working Day,Working Day
2017-01-10,Working Day,Working Day,Working Day,Working Day
2017-01-11,Working Day,Working Day,Working Day,Working Day
2017-01-12,Working Day,Working Day,Working Day,Working Day
2017-01-13,Working Day,Working Day,Working Day,Working Day
2017-01-14,Working Day,Working Day,Working Day,Working Day
2017-01-15,Working Day,Working Day,Working Day,Working Day
2017-01-16,Working Day,Working Day,Working Day,Working Day
2017-01-17,Working Day,Working Day,Working Day,Working Day
2017-01-18,Working Day,Working Day,Working Day,Working Day
2017-01-19,Working Day,Working Day,Working Day,Working Day
2017-01-20,Working Day,Working Day,Working Day,Working Day
2017-01-21,Working Day,Working Day,Working Day,Working Day
2017-01-22,Working Day,Working Day,Working Day,Working Day
2017-01-23,Working Day,Working Day,Working Day,Working Day
2017-01-24,Working Day,Working Day,Working Day,Working Day
2017-01-25,Working Day,Working Day,Working Day,Working Day
2017-01-26,Working Day,Working Day,Working Day,Working Day
2017-01-27,Working Day,Working Day,Working Day,Working Day
2017-01-28,Working Day,Working Day,Working Day,Working Day
2017-01-29,Working Day,Working Day,Working Day,Working Day
2017-01-30,Working Day,Working Day,Working Day,Working Day
2017-01-31,Working Day,Working Day,Working Day,Working Day
2017-02-01,Working Day,Working Day,Working Day,Working Day
2017-02-02,Working Day,Working Day,Working Day,Working Day
2017-02-03,Working Day,Working Day,Working Day,Working Day
2017-02-04,Working Day,Working Day,Working Day,Working Day
2017-02-05,Working Day,Working Day,Working Day,Working Day
2017-02-06,Working Day,Working Day,Working Day,Working Day
2017-02-07,Working Day,Working Day,Working Day,Working Day
2017-02-08,Working Day,Working Day,Working Day,Working Day
2017-02-09,Working Day,Working Day,Working Day,Working Day
2017-02-10,Working Day,Working Day,Working Day,Working Day
2017-02-11,Working Day,Working Day,Working Day,Working Day
2017-02-12,Working Day,Working Day,Working Day,Working Day
2017-02-13,Working Day,Working Day,Working Day,Working Day
2017-02-14,Working Day,Working Day,Working Day,Working Day
2017-02-15,Working Day,Working Day,Working Day,Working Day
2017-02-16,Working Day,Working Day,Working Day,Working Day
2017-02-17,Working Day,Working Day,Working Day,Working Day
2017-02-18,Working Day,Working Day,Working Day,Working Day
2017-02-19,Working Day,Working Day,Working Day,Working Day
